plate	well	controlStatus	GeneID	GeneSymbol	LocusID	Accession	VehAvg	DrugAvg	ratio	FDR	Vnorm.1	Vnorm.2	Dnorm.1	Dnorm.2	Vraw.1	Vraw.2	Draw.1	Draw.2	Batch	SI_dev
6	G21	sample	M-028809-00	LOC401308	0	XM_376576	1.0022292166	0.9381222213	0.9360355953	0.932755385	1.0864795772	0.9179788559	0.936481206	0.9397632367	113900	114964	114556	118600	3	-0.0639644046904531
6	G22	sample	M-029186-00	LOC392997	0	XM_374655	1.1237695742	1.0231847662	0.9104933874	0.932755385	1.2322719728	1.0152671756	1.0701567941	0.9762127383	129184	127148	130908	123200	3	-0.0895066126626585
6	G23	sample	M-028813-00	LOC389469	0	XM_374203	0.9485128695	0.808580108	0.852471415	0.932755385	1.0992998455	0.7977258935	0.677206808	0.939953408	115244	99904	82840	118624	3	-0.14752858500883
6	G24	sample	M-029187-00	LOC402695	0	XM_380044	0.8464222155	0.9476281172	1.1195690518	0.932755385	0.7544880478	0.9383563831	0.9590111669	0.9362450674	79096	117516	117312	118156	3	0.119569051771868
6	H05	sample	M-028988-00	LOC392636	0	XM_374406	0.8765802702	0.8425417086	0.9611689165	0.932755385	0.8222141672	0.9309463732	0.8609126433	0.8241707738	86196	116588	105312	104012	3	-0.0388310834810756
6	H06	sample	M-029379-00	LOC401464	0	XM_379587	0.7717358682	0.7758804095	1.0053704142	0.9721418562	0.8898258199	0.6536459165	0.7562742181	0.7954866008	93284	81860	92512	100392	3	0.00537041418026463
6	H07	sample	M-028989-00	LOC402463	0	XM_380089	0.8944778006	1.0090295783	1.1280655346	0.932755385	0.9135204228	0.8754351784	1.0874875333	0.9305716233	95768	109636	133028	117440	3	0.128065534575772
6	H08	sample	M-029381-00	LOC389666	0	XM_374272	0.5966729691	0.4135641819	0.693117006	0.932755385	0.5037678616	0.6895780766	0.3728724883	0.4542558755	52812	86360	45612	57328	3	-0.306882994006239
6	H09	sample	M-028993-00	LOC402466	0	XM_380091	1.1286304925	1.1052303155	0.979266751	0.9638806133	1.2494038194	1.0078571657	1.1404934356	1.0699671954	130980	126220	139512	135032	3	-0.0207332490168063
6	H10	sample	M-029382-00	LOC389668	0	XM_372047	0.9530513706	0.7529006509	0.7899895788	0.932755385	1.1050231795	0.8010795618	0.7293952226	0.7764060791	115844	100324	89224	97984	3	-0.210010421225766
6	H11	sample	M-028996-00	LOC402469	0	XM_379797	0.9975617361	0.9857024152	0.9881116923	0.9638806133	1.0444703054	0.9506531668	1.0266337492	0.9447710813	109496	119056	125584	119232	3	-0.0118883076814518
6	H12	sample	M-029383-00	LOC389669	0	XM_374273	0.8693740057	0.7329501549	0.8430780655	0.932755385	0.9060800885	0.832667923	0.6902866112	0.7756136987	94988	104280	84440	97884	3	-0.156921934515754
6	H13	sample	M-028999-00	LOC392647	0	XM_374414	0.7562449121	0.834732697	1.1037861989	0.932755385	0.7355247343	0.7769650899	0.9096676095	0.7597977845	77108	97304	111276	95888	3	0.103786198947176
6	H14	sample	M-029385-00	LOC389671	0	XM_374275	0.952783149	0.8431981475	0.8849843203	0.932755385	1.0568327069	0.848733591	0.8386442784	0.8477520166	110792	106292	102588	106988	3	-0.115015679665165
6	H15	sample	M-029000-00	LOC402472	0	XM_380095	0.8992792992	0.9541226879	1.0609859347	0.932755385	0.8805158632	0.9180427353	1.0083547243	0.8998906515	92308	114972	123348	113568	3	0.060985934732112
6	H16	sample	M-029386-00	LOC389672	0	XM_372048	0.8444347643	0.7464176738	0.8839257991	0.932755385	0.8667417059	0.8221278227	0.7396301686	0.753205179	90864	102960	90476	95056	3	-0.116074200925695
6	H17	sample	M-029003-00	LOC402475	0	XM_380098	0.8573812811	0.9293853705	1.0839814106	0.932755385	0.8519755041	0.862787058	0.9722871671	0.886483574	89316	108052	118936	111876	3	0.0839814107112526
6	H18	sample	M-029389-00	LOC389674	0	XM_372050	0.8156778948	0.8455042054	1.0365662853	0.932755385	0.7966117863	0.8347440033	0.8350473325	0.8559610783	83512	104540	102148	108024	3	0.0365662852826398
6	H19	sample	M-029004-00	LOC402476	0	XM_380099	0.9001440064	0.8434340935	0.9369990663	0.932755385	0.8695652174	0.9307227954	0.8302732044	0.8565949826	91160	116560	101564	108104	3	-0.063000933735929
6	H20	sample	M-029391-00	LOC402336	0	XM_378028	0.4509567192	0.5341087852	1.1843903473	0.932755385	0.5254402198	0.3764732186	0.5663554764	0.5018620941	55084	47148	69280	63336	3	0.184390347254415
6	H21	sample	M-029005-00	LOC402477	0	XM_379803	1.0396019556	0.918473394	0.8834856351	0.932755385	1.1459259401	0.9332779712	0.9211451368	0.9158016513	120132	116880	112680	115576	3	-0.116514364889075
6	H22	sample	M-029392-00	LOC392221	0	XM_373252	0.6883287784	0.7847477031	1.1400768465	0.932755385	0.5285308202	0.8481267367	0.8104900021	0.759005404	55408	106216	99144	95788	3	0.140076846441201
6	H23	sample	M-029009-00	LOC402480	0	XM_380100	0.9628228635	0.9373493043	0.9735428393	0.9389630626	1.0379457046	0.8877000224	0.9418766248	0.9328219838	108812	111172	115216	117724	3	-0.0264571606737711
6	H24	sample	M-029393-00	LOC392222	0	XM_373253	0.9443667662	0.9231628225	0.9775469188	0.9392477611	1.0087948566	0.8799386758	0.9540735412	0.8922521038	105756	110200	116708	112604	3	-0.0224530812168684
6	I05	sample	M-028814-00	LOC401310	0	XM_379474	1.0722922979	0.9811370766	0.9149903235	0.932755385	1.1657286758	0.97885592	0.9997220542	0.962552099	122208	122588	122292	121476	3	-0.0850096764459842
6	I06	sample	M-029188-00	LOC402696	0	XM_380045	1.0412851988	0.9578639472	0.9198862601	0.932755385	1.1487494515	0.9338209461	0.9836665958	0.9320612986	120428	116948	120328	117628	3	-0.08011373992076
6	I07	sample	M-028816-00	LOC401312	0	XM_379476	1.0014669396	0.9115495359	0.9102143065	0.932755385	1.1157448919	0.8871889872	0.9284698265	0.8946292452	116968	111108	113576	112904	3	-0.0897856935151584
6	I08	sample	M-029190-00	LOC402697	0	XM_380047	1.0259035038	0.9531640356	0.9290971637	0.932755385	1.1414617395	0.9103452681	0.9737913444	0.9325367268	119664	114008	119120	117688	3	-0.0709028363102078
6	I09	sample	M-028818-00	LOC389473	0	XM_371885	1.0521740458	0.957149758	0.9096876718	0.932755385	1.1371501612	0.9671979303	0.9505746939	0.9637248221	119212	121128	116280	121624	3	-0.0903123282063717
6	I10	sample	M-029194-00	LOC402709	0	XM_380057	0.9347319781	0.8770730112	0.9383149734	0.932755385	1.0138313906	0.8556325657	0.9258865654	0.8282594571	106284	107156	113260	104528	3	-0.0616850265614293
6	I11	sample	M-028821-00	LOC401314	0	XM_376586	1.0593561935	0.9778172738	0.9230297419	0.932755385	1.1645458534	0.9541665336	1.0033516996	0.9522828481	122084	119496	122736	120180	3	-0.0769702581155486
6	I12	sample	M-029197-00	LOC393045	0	XM_374682	0.9377008863	0.883864245	0.9425865517	0.932755385	1.0116565236	0.863745249	0.9377891863	0.8299393037	106056	108172	114716	104740	3	-0.0574134482398003
6	I13	sample	M-028825-00	LOC401316	0	XM_376587	1.123722929	1.0106034882	0.8993351137	0.932755385	1.2628727321	0.9845731259	1.0197014535	1.0015055229	132392	123304	124736	126392	3	-0.100664886228374
6	I14	sample	M-029205-00	LOC402714	0	XM_380069	1.0067133114	0.9181211114	0.9119985809	0.932755385	1.1007497568	0.9126768661	0.9250363782	0.9112058446	115396	114300	113156	114996	3	-0.0880014191154361
6	I15	sample	M-028826-00	LOC401317	0	XM_379479	1.0020030664	0.9240290376	0.9221818462	0.932755385	1.1003682012	0.9036379316	0.9495937086	0.8984643667	115356	113168	116160	113388	3	-0.0778181538207715
6	I16	sample	M-029207-00	LOC393062	0	XM_374694	1.0775693804	0.9670888224	0.8974724412	0.932755385	1.1711086098	0.9840301511	0.9817046253	0.9524730194	122772	123236	120088	120204	3	-0.102527558878726
6	I17	sample	M-028829-00	LOC401320	0	XM_379482	1.0182751134	0.9576171131	0.9404306366	0.932755385	1.1207432703	0.9158069565	0.9686248222	0.946609404	117492	114692	118488	119464	3	-0.0595693634281842
6	I18	sample	M-029208-00	LOC402716	0	XM_380072	1.0892515316	0.9401630285	0.8631275708	0.932755385	1.2623767098	0.9161263534	0.9455389696	0.9347870874	132340	114732	115664	117972	3	-0.136872429163358
6	I19	sample	M-028830-00	LOC401321	0	XM_379483	1.0202508183	0.8804733763	0.8629969812	0.932755385	1.1695060763	0.8709955604	0.9027353138	0.8582114388	122604	109080	110428	108308	3	-0.137003018802823
6	I20	sample	M-029213-00	LOC402720	0	XM_380077	1.0795347254	0.9765798731	0.9046303469	0.932755385	1.1734742545	0.9855951963	0.9785000736	0.9746596726	123020	123432	119696	123004	3	-0.0953696531270471
6	I21	sample	M-028831-00	LOC401322	0	XM_376591	0.9802588571	0.9106896063	0.9290297147	0.932755385	1.0761394204	0.8843782938	0.915815117	0.9055640957	112816	110756	112028	114284	3	-0.0709702852936355
6	I22	sample	M-029215-00	LOC402632	0	XM_380159	1.007797356	0.9249912614	0.9178345784	0.932755385	1.1115096247	0.9040850874	0.9307260926	0.9192564302	116524	113224	113852	116012	3	-0.0821654216027649
6	I23	sample	M-028834-00	LOC401324	0	XM_379484	0.9822199879	0.9346122473	0.9515304706	0.932755385	1.0690424862	0.8953974895	0.9401108513	0.9291136432	112072	112136	115000	117256	3	-0.0484695294220284
6	I24	sample	M-029216-00	LOC392848	0	XM_374589	1.0214813129	0.9390556656	0.9193077286	0.932755385	1.1054047351	0.9375578907	0.9642430881	0.913868243	115884	117416	117952	115332	3	-0.080692271419036
6	J05	sample	M-029010-00	LOC402481	0	XM_379809	0.7445253695	0.7937517762	1.0661178366	0.932755385	0.7118301314	0.7772206075	0.8065333617	0.7809701906	74624	97336	98660	98560	3	0.0661178365706527
6	J06	sample	M-029395-00	LOC389667	0	XM_372046	0.8962920948	0.8455662114	0.9434047409	0.932755385	0.906385333	0.8861988566	0.8566290077	0.8345034152	95020	110984	104788	105316	3	-0.0565952591173071
6	J07	sample	M-029016-00	LOC392661	0	XM_374428	0.9246566889	0.8945403088	0.9674296629	0.932755385	0.9620924509	0.8872209269	0.901329235	0.8877513827	100860	111112	110256	112036	3	-0.0325703370900041
6	J08	sample	M-029396-00	LOC402340	0	XM_378033	1.088806228	1.0426136931	0.9575750637	0.932755385	1.1751530992	1.0024593567	1.0525971584	1.0326302277	123196	125544	128760	130320	3	-0.0424249363332274
6	J09	sample	M-029019-00	LOC402485	0	XM_380104	1.0208871186	0.9799153838	0.9598665376	0.932755385	1.0898754221	0.951898815	0.9882772264	0.9715535411	114256	119212	120892	122612	3	-0.0401334624127625
6	J10	sample	M-029397-00	LOC392238	0	XM_374372	0.9932223796	0.93190034	0.9382595067	0.932755385	1.0382509491	0.9481938101	0.9730065563	0.8907941237	108844	118748	119024	112420	3	-0.0617404932263973
6	J11	sample	M-029021-00	LOC402487	0	XM_379817	1.0282298602	0.9624814858	0.936056735	0.932755385	1.0984604231	0.9579992973	0.9716658764	0.9532970951	115156	119976	118860	120308	3	-0.0639432650178154
6	J12	sample	M-029401-00	LOC389650	0	XM_374266	0.9548528288	0.9037136259	0.9464428429	0.932755385	0.9973481886	0.9123574691	0.9249055802	0.8825216716	104556	114260	113140	111376	3	-0.053557157087329
6	J13	sample	M-029022-00	LOC402488	0	XM_379818	0.9715395213	0.9461602551	0.9738772684	0.9389630626	1.0222256138	0.9208534287	0.96146363	0.9308568802	107164	115324	117612	117476	3	-0.0261227315975232
6	J14	sample	M-029402-00	LOC389651	0	XM_372039	0.823590336	0.8561871633	1.0395789337	0.932755385	0.8004273423	0.8467533297	0.864051796	0.8483225305	83912	106044	105696	107060	3	0.0395789336338206
6	J15	sample	M-029023-00	LOC402489	0	XM_379819	0.8794592242	0.9102118282	1.0349676292	0.932755385	0.8655970391	0.8933214092	0.9187580727	0.9016655837	90744	111876	112388	113792	3	0.0349676292038696
6	J16	sample	M-029412-00	LOC402382	0	XM_378090	0.7642188709	0.8312211916	1.0876742557	0.932755385	0.7120590648	0.8163786771	0.8450860815	0.8173563018	74648	102240	103376	103152	3	0.0876742556968129
6	J17	sample	M-029024-00	LOC402490	0	XM_379820	0.8380806869	0.864171388	1.0311314907	0.932755385	0.8120647881	0.8640965856	0.8968821019	0.8314606742	85132	108216	109712	104932	3	0.0311314908091536
6	J18	sample	M-029413-00	LOC401530	0	XM_379643	0.8909123625	0.9206139653	1.0333384113	0.932755385	0.8417116584	0.9401130665	0.9078037376	0.933424193	88240	117736	111048	117800	3	0.0333384113879855
6	J19	sample	M-029025-00	LOC392666	0	XM_374432	0.9135599792	0.9312182455	1.0193290717	0.9389630626	0.9511418051	0.8759781532	0.9089809198	0.9534555712	99712	109704	111192	120328	3	0.0193290717117771
6	J20	sample	M-029414-00	LOC401531	0	XM_376876	0.9194056023	0.9355931105	1.0176064929	0.9389630626	0.9352690921	0.9035421125	0.9203930481	0.9507931728	98048	113156	112588	119992	3	0.0176064928357027
6	J21	sample	M-029030-00	LOC402494	0	XM_379827	0.8724420429	0.8215256461	0.9416392215	0.932755385	0.9194345346	0.8254495512	0.8133021598	0.8297491323	96388	103376	99488	104716	3	-0.0583607785346447
6	J22	sample	M-029417-00	FLJ43859	389761	XM_372118	0.9981976769	0.9686766351	0.9704256557	0.9383177954	1.066982086	0.9294132678	0.9633275019	0.9740257682	111856	116396	117840	122924	3	-0.0295743443740327
6	J23	sample	M-029031-00	LOC392670	0	XM_374437	1.0153288123	0.9243159601	0.9103612041	0.932755385	1.1100597135	0.9205979111	0.9269983487	0.9216335716	116372	115292	113396	116312	3	-0.0896387958732607
6	J24	sample	M-029421-00	LOC389764	0	XM_372121	1.0330428428	0.9427545662	0.9125996785	0.932755385	1.1467653624	0.9193203232	0.9687883197	0.9167208127	120220	115132	118508	115692	3	-0.087400321515494
6	K05	sample	M-028837-00	LOC401328	0	XM_379485	0.9321945807	0.9157331633	0.9823412217	0.9560358698	1.0016979224	0.8626912389	0.916076713	0.9153896135	105012	108040	112060	115524	3	-0.0176587782655009
6	K06	sample	M-029218-00	LOC392850	0	XM_374590	0.7887049781	0.8139906215	1.032059698	0.932755385	0.8177881222	0.759621834	0.8344914409	0.7934898021	85732	95132	102080	100140	3	0.032059697988611
6	K07	sample	M-028839-00	LOC401330	0	XM_376600	0.8933549597	0.9967190321	1.1157032502	0.932755385	0.9440448709	0.8426650484	0.9917106748	1.0017273894	98968	105532	121312	126420	3	0.115703250240527
6	K08	sample	M-029222-00	LOC393076	0	XM_374763	1.0398584125	0.9913152997	0.9533175745	0.932755385	1.1214300704	0.9582867546	1.0072102415	0.9754203578	117564	120012	123208	123100	3	-0.0466824254787669
6	K09	sample	M-028840-00	LOC401331	0	XM_376602	0.8672120184	0.8589176712	0.9904356178	0.9787898908	0.9271801133	0.8072439235	0.8488792244	0.868956118	97200	101096	103840	109664	3	-0.00956438220875111
6	K10	sample	M-029224-00	LOC393078	0	XM_374705	1.0435618898	0.9639262316	0.9236886101	0.932755385	1.1249403819	0.9621833977	1.0027958079	0.9250566552	117932	120500	122668	116744	3	-0.0763113898929965
6	K11	sample	M-028845-00	LOC401335	0	XM_376607	0.9182839642	0.8400316421	0.9147841788	0.932755385	0.9765915638	0.8599763646	0.8904402989	0.7896229854	102380	107700	108924	99652	3	-0.0852158211410918
6	K12	sample	M-029229-00	LOC389641	0	XM_374260	1.0649142804	1.0021159786	0.941029712	0.932755385	1.1727874545	0.9570411064	1.0191128624	0.9851190948	122948	119856	124664	124324	3	-0.0589702880343227
6	K13	sample	M-028846-00	LOC402244	0	XM_377925	0.9265058202	0.8873451317	0.9577329277	0.932755385	0.9961653662	0.8568462742	0.8878897373	0.8868005261	104432	107308	108612	111916	3	-0.042267072312127
6	K14	sample	M-029231-00	LOC389642	0	XM_374261	1.0750758276	0.969048001	0.9013764203	0.932755385	1.1579449415	0.9922067137	0.9864787535	0.9516172485	121392	124260	120672	120096	3	-0.0986235797308332
6	K15	sample	M-028847-00	LOC402245	0	XM_377926	0.9641791856	0.9199293655	0.9541062277	0.932755385	1.0157773242	0.912581047	0.9210143387	0.9188443923	106488	114288	112664	115960	3	-0.0458937724033772
6	K16	sample	M-029233-00	LOC389643	0	XM_372035	0.9756198486	0.9223542708	0.9454033475	0.932755385	1.0668294637	0.8844102335	0.922060723	0.9226478186	111840	110760	112792	116440	3	-0.0545966524527308
6	K17	sample	M-028849-00	LOC402247	0	XM_377928	0.8702066681	0.8103245813	0.9311863618	0.932755385	0.9504168495	0.7899964866	0.8331180616	0.7875311009	99636	98936	101912	99388	3	-0.0688136381834291
6	K18	sample	M-029236-00	LOC392208	0	XM_373246	1.0303445178	0.9590652537	0.9308199705	0.932755385	1.1550069634	0.9056820722	1.0041037882	0.9140267191	121084	113424	122828	115352	3	-0.0691800295130371
6	K19	sample	M-028854-00	LOC402251	0	XM_377933	0.8419945207	0.8189023567	0.9725744486	0.9389630626	0.9177556899	0.7662333514	0.8437127021	0.7940920112	96212	95960	103208	100216	3	-0.027425551394531
6	K20	sample	M-029237-00	LOC389652	0	XM_372040	1.0295939084	0.9470854015	0.9198630584	0.932755385	1.1167750921	0.9424127248	0.9546294328	0.9395413702	117076	118024	116776	118572	3	-0.080136941635768
6	K21	sample	M-028855-00	LOC402252	0	XM_377934	1.1214320852	0.9887149638	0.8816538932	0.932755385	1.2178873266	1.0249768437	0.9751320243	1.0022979034	127676	128364	119284	126492	3	-0.118346106783852
6	K22	sample	M-029238-00	LOC389654	0	XM_374267	1.114809295	1.021988619	0.9167385163	0.932755385	1.2342179064	0.9954006835	1.0108398869	1.0331373512	129388	124660	123652	130384	3	-0.0832614836640406
6	K23	sample	M-028856-00	LOC402253	0	XM_377935	1.1251986781	1.0502528455	0.9333932451	0.932755385	1.2231527939	1.0272445623	1.0835962919	1.0169093992	128228	128648	132552	128336	3	-0.0666067548857707
6	K24	sample	M-029239-00	LOC392217	0	XM_373249	1.0703584801	1.0086287237	0.9423279606	0.932755385	1.1890417231	0.9516752372	1.0232003008	0.9940571465	124652	119184	125164	125452	3	-0.0576720394566773
6	L05	sample	M-029040-00	LOC402505	0	XM_379838	0.8543808192	0.9378817366	1.0977326685	0.932755385	0.7902398077	0.9185218308	0.9538446446	0.9219188285	82844	115032	116680	116348	3	0.0977326684057578
6	L06	sample	M-029422-00	LOC389765	389765	XM_372122	1.0072693322	0.9677050509	0.960721249	0.932755385	1.0213098804	0.9932287841	0.9753936203	0.9600164815	107068	124388	119316	121156	3	-0.0392787510581929
6	L07	sample	M-029041-00	LOC402506	0	XM_380108	0.9332037538	0.9168454292	0.9824707901	0.9389630626	0.9507602495	0.915647258	0.9276196393	0.9060712192	99672	114672	113472	114348	3	-0.0175292099225549
6	L08	sample	M-029423-00	LOC389766	0	XM_372123	0.9786596155	0.9720585853	0.9932550296	0.9764449755	0.9935707881	0.9637484429	0.9936726452	0.9504445254	104160	120696	121552	119948	3	-0.00674497046312428
6	L09	sample	M-029043-00	LOC402508	0	XM_379839	1.094026762	1.033090864	0.9443012729	0.932755385	1.2027777248	0.9852757993	1.015548616	1.050633112	126092	123392	124228	132592	3	-0.0556987270912985
6	L10	sample	M-029427-00	LOC389767	0	XM_374295	0.9694605962	0.9786772422	1.0095069836	0.9638806133	0.9880763874	0.950844805	0.9974330886	0.9599213959	103584	119080	122012	121144	3	0.00950698366300462
6	L11	sample	M-029044-00	LOC402509	0	XM_379840	1.0389408617	0.9869310142	0.9499395496	0.932755385	1.1189881145	0.9588936089	0.9910566846	0.9828053438	117308	120088	121232	124032	3	-0.0500604504234219
6	L12	sample	M-029429-00	LOC389768	0	XM_372125	0.9980835877	0.9422053615	0.9440144825	0.932755385	1.0595035962	0.9366635792	0.9454081716	0.9390025515	111072	117304	115648	118504	3	-0.0559855174843288
6	L13	sample	M-029048-00	LOC402633	0	XM_379986	0.9281079936	0.9212949704	0.9926592344	0.9780838281	0.9627029399	0.8935130474	0.905710969	0.9368789718	100924	111900	110792	118236	3	-0.00734076561845598
6	L14	sample	M-029430-00	LOC401537	0	XM_376888	0.9322985381	0.9764661886	1.0473750078	0.932755385	0.9470973158	0.9174997605	0.986576852	0.9663555253	99288	114904	120684	121956	3	0.0473750077819963
6	L15	sample	M-029049-00	LOC402634	0	XM_379987	0.9292782874	0.96769083	1.0413358873	0.932755385	0.8941373982	0.9644191766	0.9713715809	0.9640100791	93736	120780	118824	121660	3	0.0413358873448697
6	L16	sample	M-029432-00	LOC392347	0	XM_373298	0.6280915265	0.7163591985	1.1405331362	0.932755385	0.4799206364	0.7762624166	0.7512711934	0.6814472037	50312	97216	91900	86000	3	0.140533136216414
6	L17	sample	M-029052-00	LOC402637	0	XM_379990	0.9204658806	0.9521021432	1.0343698374	0.932755385	0.8729992178	0.9679325434	0.9428249105	0.9613793759	91520	121220	115332	121328	3	0.034369837347342
6	L18	sample	M-029434-00	LOC392352	0	XM_373301	0.70581104	0.8200431034	1.1618451071	0.932755385	0.6127782971	0.7988437829	0.8447263869	0.79535982	64240	100044	103332	100376	3	0.161845107225866
6	L19	sample	M-029054-00	LOC392862	0	XM_374600	0.9503415526	0.9846699089	1.0361221249	0.932755385	0.9498063605	0.9508767447	1.0058368622	0.9635029556	99572	119084	123040	121596	3	0.0361221249413775
6	L20	sample	M-029436-00	LOC392360	0	XM_373303	1.0350245348	1.0176246829	0.9831889474	0.9392477611	1.0724764866	0.997572583	1.0300671975	1.0051821683	112432	124932	126004	126856	3	-0.0168110526030789
6	L21	sample	M-029057-00	LOC402641	0	XM_379995	0.9543371843	0.9326092637	0.9772324488	0.9383177954	0.9696472518	0.9390271168	0.9624119157	0.9028066116	101652	117600	117728	113936	3	-0.0227675511417249
6	L22	sample	M-029442-00	LOC389813	0	XM_372159	1.1197226441	1.0572395708	0.9441977228	0.932755385	1.2210160826	1.0184292057	1.0597256511	1.0547534904	128004	127544	129632	133112	3	-0.0558022772214559
6	L23	sample	M-029059-00	LOC402643	0	XM_379997	1.1041125864	0.9814788142	0.8889300115	0.932755385	1.2087681477	0.9994570251	0.9951441231	0.9678135053	126720	125168	121732	122140	3	-0.111069988432839
6	L24	sample	M-029445-00	LOC389814	0	XM_372160	0.8979974097	0.8800938771	0.9800628238	0.9392477611	0.9518286052	0.8441662142	0.8996942596	0.8604934946	99784	105720	110056	108596	3	-0.0199371762174473
6	M05	sample	M-028858-00	LOC389562	0	XM_374236	1.043844378	0.9698843085	0.9291464599	0.932755385	1.1299769159	0.95771184	0.9810833347	0.9586852823	118460	119940	120012	120988	3	-0.0708535400604923
6	M06	sample	M-029243-00	LOC401483	0	XM_376800	1.0528818903	0.9821414204	0.9328125305	0.932755385	1.1476047847	0.9581589958	0.9856612658	0.9786215749	120308	119996	120572	123504	3	-0.0671874695111366
6	M07	sample	M-028859-00	LOC401409	0	XM_376681	0.7334068165	0.6904220459	0.9413902767	0.932755385	0.7119827537	0.7548308793	0.7650376862	0.6158064056	74640	94532	93584	77716	3	-0.0586097233253627
6	M08	sample	M-029244-00	LOC389695	0	XM_374286	0.8684210737	0.8491369857	0.977794081	0.9389630626	0.9051643551	0.8316777923	0.8641825941	0.8340913773	94892	104156	105712	105264	3	-0.0222059189764225
6	M09	sample	M-028860-00	LOC401410	0	XM_379526	0.3948115054	0.4192599256	1.061924285	0.932755385	0.3094415934	0.4801814175	0.4362441345	0.4022757167	32440	60136	53364	50768	3	0.0619242849119459
6	M10	sample	M-029247-00	LOC389697	0	XM_372063	1.1287675224	1.059698682	0.9388103936	0.932755385	1.2424595074	1.0150755374	1.0609355329	1.058461831	130252	127124	129780	133580	3	-0.0611896064329924
6	M11	sample	M-028868-00	LOC401429	0	XM_376716	1.0240712289	0.9355619793	0.9135711979	0.932755385	1.0758341759	0.972308282	0.9441655903	0.9269583683	112784	121768	115496	116984	3	-0.086428802165207
6	M12	sample	M-029249-00	LOC392275	0	XM_373266	1.0612520666	0.938045273	0.8839043075	0.932755385	1.1693916096	0.9531125236	0.9355983192	0.9404922267	122592	119364	114448	118692	3	-0.116095692557495
6	M13	sample	M-028872-00	LOC401431	0	XM_379527	0.9911071166	0.8803508142	0.8882499171	0.932755385	1.0740408646	0.9081733687	0.9133299544	0.847371674	112596	113736	111724	106940	3	-0.111750082901597
6	M14	sample	M-029250-00	LOC402353	0	XM_378043	1.070278183	1.0039764964	0.9380519124	0.932755385	1.1637445867	0.9768117794	1.0257181629	0.9822348299	122000	122332	125472	123960	3	-0.06194808760939
6	M15	sample	M-028877-00	LOC389599	0	XM_372002	0.9833013021	0.8960331154	0.9112498006	0.932755385	1.0725146422	0.8940879619	0.8716053823	0.9204608485	112436	111972	106620	116164	3	-0.0887501994231698
6	M16	sample	M-029251-00	LOC402354	0	XM_378044	0.9752393731	0.8855214738	0.9080042278	0.932755385	1.1066638686	0.8438148775	0.9198044569	0.8512384907	116016	105676	112516	107428	3	-0.0919957722475999
6	M17	sample	M-028878-00	LOC401433	0	XM_376725	1.0213630272	0.9062378337	0.8872827874	0.932755385	1.1139515806	0.9287744738	0.9107466933	0.9017289742	116780	116316	111408	113800	3	-0.112717212571918
6	M18	sample	M-029252-00	LOC401440	0	XM_379539	1.0081275606	0.9398797589	0.9323024145	0.932755385	1.1137989584	0.9024561628	0.9291565162	0.9506030015	116764	113020	113660	119968	3	-0.0676975855212028
6	M19	sample	M-028879-00	LOC401434	0	XM_379531	0.9796281491	0.8122387648	0.8291296709	0.932755385	1.0838849991	0.875371299	0.7936824551	0.8307950746	113628	109628	97088	104848	3	-0.170870329075708
6	M20	sample	M-029255-00	LOC401441	0	XM_379541	1.0486770617	0.9653131281	0.9205056193	0.932755385	1.1808764332	0.9164776901	0.9991988621	0.9314273942	123796	114776	122228	117548	3	-0.0794943806330941
6	M21	sample	M-028881-00	LOC402301	0	XM_377976	1.0179187021	0.9384341503	0.9219146365	0.932755385	1.111662247	0.9241751573	0.9103542992	0.9665140014	116540	115740	111360	121976	3	-0.0780853634795358
6	M22	sample	M-029256-00	LOC389607	0	XM_372010	1.0969668296	0.9506426761	0.8666102297	0.932755385	1.1878970563	1.0060366029	0.9334401517	0.9678452006	124532	125992	114184	122144	3	-0.133389770320909
6	M23	sample	M-028885-00	LOC392145	0	XM_373214	1.0930114255	1.011718325	0.9256246562	0.932755385	1.1912929012	0.9947299499	1.0293478083	0.9940888417	124888	124576	125916	125456	3	-0.0743753437976127
6	M24	sample	M-029257-00	LOC401442	0	XM_379543	0.957345258	0.836964814	0.8742559771	0.932755385	1.0450044833	0.8696860328	0.8279842388	0.8459453891	109552	108916	101284	106760	3	-0.125744022950718
6	N05	sample	M-029060-00	LOC402644	0	XM_379998	0.8817337377	0.9147135341	1.0374033509	0.932755385	0.8045099872	0.9589574883	0.9281101319	0.9013169363	84340	120096	113532	113748	3	0.0374033508507425
6	N06	sample	M-029446-00	LOC389815	0	XM_374315	0.9781779477	0.9521727246	0.9734146295	0.93704856	1.007459412	0.9488964834	0.9463891568	0.9579562923	105616	118836	115768	120896	3	-0.0265853704953647
6	N07	sample	M-029067-00	LOC402515	0	XM_380112	0.9718373382	0.9260126374	0.9528473552	0.932755385	0.999217811	0.9444568654	0.9105504962	0.9414747785	104752	118280	111384	118816	3	-0.047152644839593
6	N08	sample	M-029447-00	LOC389816	0	XM_372161	0.8006965876	0.7530870473	0.9405398486	0.932755385	0.8497243261	0.7516688492	0.7466932623	0.7594808323	89080	94136	91340	95848	3	-0.0594601514285598
6	N09	sample	M-029068-00	LOC402516	0	XM_380113	1.0950029772	1.0299216445	0.9405651546	0.932755385	1.2004502356	0.9895557188	1.0310481827	1.0287951063	125848	123928	126124	129836	3	-0.0594348454343181
